388,527,369
382,528,359
378,526,356
391,525,363
389,537,369
373,535,355
376,528,354
358,521,336
226,278,217
218,274,207
216,270,202
219,273,206
221,276,210
217,276,208
216,275,205
208,272,195
44,91,37
45,93,39
41,93,35
51,92,44
45,97,40
44,96,39
47,91,39
46,89,40
91,100,91
87,99,86
92,100,92
85,100,85
92,100,92
89,99,89
93,100,93
88,100,88
27,58,24
32,62,27
29,63,27
36,60,28
31,64,27
23,64,19
20,62,17
16,60,13
